case_id,case_name,court,year,bench,acts_involved,legal_issue,summary,full_text
CASE-2137,Salary Dispute Case 138 vs Respondent,Supreme Court of India,2001,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Salary dispute,"This case deals with Salary dispute. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Salary Dispute Case 138 vs Respondent (Supreme Court of India, 2001)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Salary dispute

Facts: The dispute arises from allegations concerning salary dispute. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Salary dispute, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2138,Salary Dispute Case 139 vs Respondent,Supreme Court of India,2003,"Justice A. Kumar, Justice B. Mehta","Code of Criminal Procedure, 1973",Salary dispute,"This case deals with Salary dispute. The court examined relevant provisions under Code of Criminal Procedure, 1973 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Salary Dispute Case 139 vs Respondent (Supreme Court of India, 2003)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Code of Criminal Procedure, 1973
Issue: Salary dispute

Facts: The dispute arises from allegations concerning salary dispute. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Code of Criminal Procedure, 1973, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Salary dispute, Code of Criminal Procedure, 1973, judgment, reasoning, legal interpretation, relief granted
"
CASE-2139,Negligence Liability Case 140 vs Respondent,Supreme Court of India,1998,"Justice A. Kumar, Justice B. Mehta",Labour Industrial Disputes Act,Negligence liability,This case deals with Negligence liability. The court examined relevant provisions under Labour Industrial Disputes Act and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.,"Negligence Liability Case 140 vs Respondent (Supreme Court of India, 1998)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Labour Industrial Disputes Act
Issue: Negligence liability

Facts: The dispute arises from allegations concerning negligence liability. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Labour Industrial Disputes Act, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Negligence liability, Labour Industrial Disputes Act, judgment, reasoning, legal interpretation, relief granted
"
CASE-2140,Bail Application Case 141 vs Respondent,Karnataka High Court,2012,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Bail application,"This case deals with Bail application. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Bail Application Case 141 vs Respondent (Karnataka High Court, 2012)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Bail application

Facts: The dispute arises from allegations concerning bail application. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Bail application, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2141,Negligence Liability Case 142 vs Respondent,Bombay High Court,1996,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Negligence liability,"This case deals with Negligence liability. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Negligence Liability Case 142 vs Respondent (Bombay High Court, 1996)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Negligence liability

Facts: The dispute arises from allegations concerning negligence liability. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Negligence liability, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2142,Bail Application Case 143 vs Respondent,Bombay High Court,1997,"Justice A. Kumar, Justice B. Mehta","Indian Contract Act, 1872",Bail application,"This case deals with Bail application. The court examined relevant provisions under Indian Contract Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Bail Application Case 143 vs Respondent (Bombay High Court, 1997)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Indian Contract Act, 1872
Issue: Bail application

Facts: The dispute arises from allegations concerning bail application. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Indian Contract Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Bail application, Indian Contract Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2143,Property Title Conflict Case 144 vs Respondent,Madras High Court,2004,"Justice A. Kumar, Justice B. Mehta","Indian Contract Act, 1872",Property title conflict,"This case deals with Property title conflict. The court examined relevant provisions under Indian Contract Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Property Title Conflict Case 144 vs Respondent (Madras High Court, 2004)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Indian Contract Act, 1872
Issue: Property title conflict

Facts: The dispute arises from allegations concerning property title conflict. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Indian Contract Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Property title conflict, Indian Contract Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2144,Salary Dispute Case 145 vs Respondent,Madras High Court,2020,"Justice A. Kumar, Justice B. Mehta","Code of Criminal Procedure, 1973",Salary dispute,"This case deals with Salary dispute. The court examined relevant provisions under Code of Criminal Procedure, 1973 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Salary Dispute Case 145 vs Respondent (Madras High Court, 2020)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Code of Criminal Procedure, 1973
Issue: Salary dispute

Facts: The dispute arises from allegations concerning salary dispute. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Code of Criminal Procedure, 1973, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Salary dispute, Code of Criminal Procedure, 1973, judgment, reasoning, legal interpretation, relief granted
"
CASE-2145,Salary Dispute Case 146 vs Respondent,Bombay High Court,2013,"Justice A. Kumar, Justice B. Mehta","Indian Contract Act, 1872",Salary dispute,"This case deals with Salary dispute. The court examined relevant provisions under Indian Contract Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Salary Dispute Case 146 vs Respondent (Bombay High Court, 2013)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Indian Contract Act, 1872
Issue: Salary dispute

Facts: The dispute arises from allegations concerning salary dispute. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Indian Contract Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Salary dispute, Indian Contract Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2146,Bail Application Case 147 vs Respondent,Supreme Court of India,2020,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Bail application,"This case deals with Bail application. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Bail Application Case 147 vs Respondent (Supreme Court of India, 2020)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Bail application

Facts: The dispute arises from allegations concerning bail application. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Bail application, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2147,Property Title Conflict Case 148 vs Respondent,Karnataka High Court,2004,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Property title conflict,"This case deals with Property title conflict. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Property Title Conflict Case 148 vs Respondent (Karnataka High Court, 2004)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Property title conflict

Facts: The dispute arises from allegations concerning property title conflict. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Property title conflict, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2148,Fraud Allegations Case 149 vs Respondent,Delhi High Court,2002,"Justice A. Kumar, Justice B. Mehta",Rent Control Act,Fraud allegations,This case deals with Fraud allegations. The court examined relevant provisions under Rent Control Act and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.,"Fraud Allegations Case 149 vs Respondent (Delhi High Court, 2002)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Rent Control Act
Issue: Fraud allegations

Facts: The dispute arises from allegations concerning fraud allegations. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Rent Control Act, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Fraud allegations, Rent Control Act, judgment, reasoning, legal interpretation, relief granted
"
CASE-2149,Breach Of Contract Case 150 vs Respondent,Bombay High Court,2022,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Breach of contract,"This case deals with Breach of contract. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Breach Of Contract Case 150 vs Respondent (Bombay High Court, 2022)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Breach of contract

Facts: The dispute arises from allegations concerning breach of contract. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Breach of contract, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2150,Eviction Notice Validity Case 151 vs Respondent,Delhi High Court,2006,"Justice A. Kumar, Justice B. Mehta","Indian Contract Act, 1872",Eviction notice validity,"This case deals with Eviction notice validity. The court examined relevant provisions under Indian Contract Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Eviction Notice Validity Case 151 vs Respondent (Delhi High Court, 2006)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Indian Contract Act, 1872
Issue: Eviction notice validity

Facts: The dispute arises from allegations concerning eviction notice validity. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Indian Contract Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Eviction notice validity, Indian Contract Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2151,Property Title Conflict Case 152 vs Respondent,Madras High Court,2000,"Justice A. Kumar, Justice B. Mehta","Code of Criminal Procedure, 1973",Property title conflict,"This case deals with Property title conflict. The court examined relevant provisions under Code of Criminal Procedure, 1973 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Property Title Conflict Case 152 vs Respondent (Madras High Court, 2000)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Code of Criminal Procedure, 1973
Issue: Property title conflict

Facts: The dispute arises from allegations concerning property title conflict. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Code of Criminal Procedure, 1973, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Property title conflict, Code of Criminal Procedure, 1973, judgment, reasoning, legal interpretation, relief granted
"
CASE-2152,Fraud Allegations Case 153 vs Respondent,Supreme Court of India,2003,"Justice A. Kumar, Justice B. Mehta",Rent Control Act,Fraud allegations,This case deals with Fraud allegations. The court examined relevant provisions under Rent Control Act and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.,"Fraud Allegations Case 153 vs Respondent (Supreme Court of India, 2003)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Rent Control Act
Issue: Fraud allegations

Facts: The dispute arises from allegations concerning fraud allegations. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Rent Control Act, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Fraud allegations, Rent Control Act, judgment, reasoning, legal interpretation, relief granted
"
CASE-2153,Negligence Liability Case 154 vs Respondent,Delhi High Court,2013,"Justice A. Kumar, Justice B. Mehta","Code of Criminal Procedure, 1973",Negligence liability,"This case deals with Negligence liability. The court examined relevant provisions under Code of Criminal Procedure, 1973 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Negligence Liability Case 154 vs Respondent (Delhi High Court, 2013)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Code of Criminal Procedure, 1973
Issue: Negligence liability

Facts: The dispute arises from allegations concerning negligence liability. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Code of Criminal Procedure, 1973, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Negligence liability, Code of Criminal Procedure, 1973, judgment, reasoning, legal interpretation, relief granted
"
CASE-2154,Illegal Termination Case 155 vs Respondent,Supreme Court of India,2009,"Justice A. Kumar, Justice B. Mehta","Indian Penal Code, 1860",Illegal termination,"This case deals with Illegal termination. The court examined relevant provisions under Indian Penal Code, 1860 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Illegal Termination Case 155 vs Respondent (Supreme Court of India, 2009)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Indian Penal Code, 1860
Issue: Illegal termination

Facts: The dispute arises from allegations concerning illegal termination. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Indian Penal Code, 1860, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Illegal termination, Indian Penal Code, 1860, judgment, reasoning, legal interpretation, relief granted
"
CASE-2155,Breach Of Contract Case 156 vs Respondent,Delhi High Court,2013,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Breach of contract,"This case deals with Breach of contract. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Breach Of Contract Case 156 vs Respondent (Delhi High Court, 2013)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Breach of contract

Facts: The dispute arises from allegations concerning breach of contract. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Breach of contract, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2156,Fraud Allegations Case 157 vs Respondent,Supreme Court of India,2003,"Justice A. Kumar, Justice B. Mehta",Labour Industrial Disputes Act,Fraud allegations,This case deals with Fraud allegations. The court examined relevant provisions under Labour Industrial Disputes Act and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.,"Fraud Allegations Case 157 vs Respondent (Supreme Court of India, 2003)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Labour Industrial Disputes Act
Issue: Fraud allegations

Facts: The dispute arises from allegations concerning fraud allegations. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Labour Industrial Disputes Act, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Fraud allegations, Labour Industrial Disputes Act, judgment, reasoning, legal interpretation, relief granted
"
CASE-2157,Bail Application Case 158 vs Respondent,Delhi High Court,1995,"Justice A. Kumar, Justice B. Mehta",Rent Control Act,Bail application,This case deals with Bail application. The court examined relevant provisions under Rent Control Act and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.,"Bail Application Case 158 vs Respondent (Delhi High Court, 1995)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Rent Control Act
Issue: Bail application

Facts: The dispute arises from allegations concerning bail application. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Rent Control Act, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Bail application, Rent Control Act, judgment, reasoning, legal interpretation, relief granted
"
CASE-2158,Salary Dispute Case 159 vs Respondent,Karnataka High Court,2015,"Justice A. Kumar, Justice B. Mehta",Labour Industrial Disputes Act,Salary dispute,This case deals with Salary dispute. The court examined relevant provisions under Labour Industrial Disputes Act and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.,"Salary Dispute Case 159 vs Respondent (Karnataka High Court, 2015)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Labour Industrial Disputes Act
Issue: Salary dispute

Facts: The dispute arises from allegations concerning salary dispute. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Labour Industrial Disputes Act, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Salary dispute, Labour Industrial Disputes Act, judgment, reasoning, legal interpretation, relief granted
"
CASE-2159,Property Title Conflict Case 160 vs Respondent,Madras High Court,2004,"Justice A. Kumar, Justice B. Mehta","Indian Contract Act, 1872",Property title conflict,"This case deals with Property title conflict. The court examined relevant provisions under Indian Contract Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Property Title Conflict Case 160 vs Respondent (Madras High Court, 2004)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Indian Contract Act, 1872
Issue: Property title conflict

Facts: The dispute arises from allegations concerning property title conflict. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Indian Contract Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Property title conflict, Indian Contract Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2160,Fraud Allegations Case 161 vs Respondent,Madras High Court,2001,"Justice A. Kumar, Justice B. Mehta","Transfer of Property Act, 1882",Fraud allegations,"This case deals with Fraud allegations. The court examined relevant provisions under Transfer of Property Act, 1882 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Fraud Allegations Case 161 vs Respondent (Madras High Court, 2001)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Transfer of Property Act, 1882
Issue: Fraud allegations

Facts: The dispute arises from allegations concerning fraud allegations. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Transfer of Property Act, 1882, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Fraud allegations, Transfer of Property Act, 1882, judgment, reasoning, legal interpretation, relief granted
"
CASE-2161,Bail Application Case 162 vs Respondent,Bombay High Court,2018,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Bail application,"This case deals with Bail application. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Bail Application Case 162 vs Respondent (Bombay High Court, 2018)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Bail application

Facts: The dispute arises from allegations concerning bail application. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Bail application, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2162,Negligence Liability Case 163 vs Respondent,Karnataka High Court,2023,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Negligence liability,"This case deals with Negligence liability. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Negligence Liability Case 163 vs Respondent (Karnataka High Court, 2023)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Negligence liability

Facts: The dispute arises from allegations concerning negligence liability. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Negligence liability, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2163,Bail Application Case 164 vs Respondent,Delhi High Court,1999,"Justice A. Kumar, Justice B. Mehta","Evidence Act, 1872",Bail application,"This case deals with Bail application. The court examined relevant provisions under Evidence Act, 1872 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Bail Application Case 164 vs Respondent (Delhi High Court, 1999)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Evidence Act, 1872
Issue: Bail application

Facts: The dispute arises from allegations concerning bail application. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Evidence Act, 1872, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Bail application, Evidence Act, 1872, judgment, reasoning, legal interpretation, relief granted
"
CASE-2164,Eviction Notice Validity Case 165 vs Respondent,Supreme Court of India,1998,"Justice A. Kumar, Justice B. Mehta",Rent Control Act,Eviction notice validity,This case deals with Eviction notice validity. The court examined relevant provisions under Rent Control Act and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.,"Eviction Notice Validity Case 165 vs Respondent (Supreme Court of India, 1998)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Rent Control Act
Issue: Eviction notice validity

Facts: The dispute arises from allegations concerning eviction notice validity. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Rent Control Act, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the petitioner, citing principles of natural justice, proportionality, and due process.

Keywords: Eviction notice validity, Rent Control Act, judgment, reasoning, legal interpretation, relief granted
"
CASE-2165,Fraud Allegations Case 166 vs Respondent,Delhi High Court,2002,"Justice A. Kumar, Justice B. Mehta","Indian Penal Code, 1860",Fraud allegations,"This case deals with Fraud allegations. The court examined relevant provisions under Indian Penal Code, 1860 and evaluated arguments from both parties regarding procedural fairness and compliance with statutory requirements.","Fraud Allegations Case 166 vs Respondent (Delhi High Court, 2002)

Bench: Justice A. Kumar, Justice B. Mehta
Act(s) Involved: Indian Penal Code, 1860
Issue: Fraud allegations

Facts: The dispute arises from allegations concerning fraud allegations. The petitioner argued that their rights were violated, while the respondent maintained adherence to legal procedures.

Arguments: Both parties presented extensive submissions regarding the applicability of case precedents, statutory interpretation, and procedural safeguards.

Judgment: After reviewing precedents and statutory provisions under Indian Penal Code, 1860, the court held that the matter required careful interpretation of legal obligations. The court ruled in favor of the respondent, citing principles of natural justice, proportionality, and due process.

Keywords: Fraud allegations, Indian Penal Code, 1860, judgment, reasoning, legal interpretation, relief granted
"
